	
  -221	  -221		  -356	  -356		   +22	   +22		  -112	  -112		  +263	  +263		  +376	  +376		  +224	  +224		  +573	  +573		
  +397	  +397		  +463	  +463		  +768	  +768		  +801	  +801		  +817	  +817		  +816	  +816		  +800	  +800		  +769	  +769		
  +468	  +468		  +413	  +413		  +604	  +604		  +532	  +532		  +200	  +200		  +378	  +378		  +301	  +301		   -30	   -30		
   -99	   -99		   +94	   +94		   +39	   +39		  -261	  -261		  -295	  -295		  -319	  -319		  -332	  -332		  -335	  -335		
  -328	  -328		  -313	  -313		  -290	  -290		  -262	  -262		   +24	   +24		   +58	   +58		   +91	   +91		  +123	  +123		
  -104	  -104		   -80	   -80		   -63	   -63		   -52	   -52		   -48	   -48		   -53	   -53		   -65	   -65		   -85	   -85		
  -111	  -111		  +113	  +113		   +77	   +77		   +38	   +38		  -258	  -258		  -299	  -299		  -338	  -338		  -374	  -374		
  -149	  -149		  -175	  -175		  -193	  -193		  -204	  -204		  -208	  -208		  -203	  -203		  -191	  -191		  -173	  -173		
  -148	  -148		  -375	  -375		  -343	  -343		  -309	  -309		  -276	  -276		   +10	   +10		   +38	   +38		   +59	   +59		
   +73	   +73		   +79	   +79		   +75	   +75		   +60	   +60		   +35	   +35		    +0	    +0		  -302	  -302		  -358	  -358		
  -166	  -166		  -236	  -236		  -567	  -567		  -389	  -389		  -467	  -467		  -798	  -798		  -869	  -869		  -677	  -677		
  -731	  -731		 -1030	 -1030		 -1059	 -1059		 -1073	 -1073		 -1072	 -1072		 -1053	 -1053		  -762	  -762		  -711	  -711		
  -643	  -643		  -817	  -817		  -467	  -467		  -617	  -617		  -247	  -247		  -384	  -384		  -261	  -261		  +117	  +117		
   -19	   -19		  +351	  +351		  +202	  +202		  +553	  +553		  +636	  +636		  +449	  +449		  +502	  +502		  +795	  +795		
  +815	  +815		  +818	  +818		  +805	  +805		  +777	  +777		  +479	  +479		  +426	  +426		  +619	  +619		  +549	  +549		
  +218	  +218		  +140	  +140		  +318	  +318		   -13	   -13		   -84	   -84		  +107	  +107		   +51	   +51		    +4	    +4		
  -288	  -288		  -314	  -314		  -330	  -330		  -335	  -335		  -330	  -330		  -317	  -317		  -296	  -296		  -269	  -269		
   +17	   +17		   +50	   +50		   +84	   +84		  +116	  +116		  -110	  -110		   -85	   -85		   -66	   -66		   -53	   -53		
   -48	   -48		   -51	   -51		   -62	   -62		   -80	   -80		  -104	  -104		  +121	  +121		   +86	   +86		   +47	   +47		
    +6	    +6		  -290	  -290		  -329	  -329		  -366	  -366		  -143	  -143		  -169	  -169		  -190	  -190		  -202	  -202		
  -208	  -208		  -205	  -205		  -195	  -195		  -178	  -178		  -154	  -154		  -382	  -382		  -350	  -350		  -317	  -317		
  -283	  -283		    +4	    +4		   +32	   +32		   +55	   +55		   +71	   +71		   +78	   +78		   +77	   +77		   +64	   +64		
   +42	   +42		    +8	    +8		  -291	  -291		  -344	  -344		  -150	  -150		  -220	  -220		  -550	  -550		  -627	  -627		
  -449	  -449		  -781	  -781		  -854	  -854		  -663	  -663		  -720	  -720		  -765	  -765		 -1054	 -1054		 -1071	 -1071		
 -1073	 -1073		 -1059	 -1059		 -1028	 -1028		  -724	  -724		  -660	  -660		  -837	  -837		  -489	  -489		  -386	  -386		
  -530	  -530		  -155	  -155		  -289	  -289		   +89	   +89		   -46	   -46		  +326	  +326		  +178	  +178		  +533	  +533		
  +619	  +619		  +435	  +435		  +492	  +492		  +788	  +788		  +812	  +812		  +818	  +818		  +809	  +809		  +785	  +785		
  +490	  +490		  +439	  +439		  +634	  +634		  +565	  +565		  +235	  +235		  +158	  +158		  +336	  +336		  +260	  +260		
   -69	   -69		  +121	  +121		   +63	   +63		   +14	   +14		  -281	  -281		  -309	  -309		  -327	  -327		  -335	  -335		
  -332	  -332		  -320	  -320		  -301	  -301		  -276	  -276		    +9	    +9		   +42	   +42		   +76	   +76		  +109	  +109		
  -117	  -117		   -91	   -91		   -70	   -70		   -56	   -56		   -49	   -49		   -50	   -50		   -58	   -58		   -75	   -75		
   -98	   -98		  -128	  -128		   +94	   +94		   +56	   +56		   +15	   +15		  -281	  -281		  -321	  -321		  -358	  -358		
  -136	  -136		  -164	  -164		  -186	  -186		  -200	  -200		  -207	  -207		  -206	  -206		  -198	  -198		  -182	  -182		
  -160	  -160		  -133	  -133		  -358	  -358		  -324	  -324		  -291	  -291		  -258	  -258		   +26	   +26		   +50	   +50		
   +68	   +68		   +77	   +77		   +78	   +78		   +68	   +68		   +48	   +48		   +17	   +17		  -280	  -280		  -331	  -331		
  -136	  -136		  -203	  -203		  -533	  -533		  -609	  -609		  -431	  -431		  -508	  -508		  -838	  -838		  -649	  -649		
  -708	  -708		  -756	  -756		 -1047	 -1047		 -1069	 -1069		 -1074	 -1074		 -1064	 -1064		 -1036	 -1036		  -736	  -736		
  -676	  -676		  -856	  -856		  -511	  -511		  -410	  -410		  -556	  -556		  -183	  -183		  -317	  -317		   +61	   +61		
   -73	   -73		  +300	  +300		  +154	  +154		  +255	  +255		  +600	  +600		  +420	  +420		  +480	  +480		  +780	  +780		
  +808	  +808		  +818	  +818		  +813	  +813		  +791	  +791		  +500	  +500		  +452	  +452		  +393	  +393		  +582	  +582		
  +252	  +252		  +175	  +175		  +353	  +353		  +277	  +277		   -53	   -53		  -120	  -120		   +75	   +75		   +24	   +24		
  -273	  -273		  -304	  -304		  -324	  -324		  -334	  -334		  -333	  -333		  -324	  -324		  -306	  -306		  -282	  -282		
    +2	    +2		   +35	   +35		   +68	   +68		  +102	  +102		  -123	  -123		   -96	   -96		   -74	   -74		   -58	   -58		
   -50	   -50		   -49	   -49		   -56	   -56		   -70	   -70		   -92	   -92		  -120	  -120		  +102	  +102		   +65	   +65		
   +25	   +25		  -271	  -271		  -312	  -312		  -350	  -350		  -384	  -384		  -158	  -158		  -181	  -181		  -198	  -198		
  -206	  -206		  -207	  -207		  -200	  -200		  -186	  -186		  -165	  -165		  -139	  -139		  -365	  -365		  -332	  -332		
  -298	  -298		  -265	  -265		   +20	   +20		   +45	   +45		   +64	   +64		   +76	   +76		   +79	   +79		   +71	   +71		
   +53	   +53		   +25	   +25		  -270	  -270		  -319	  -319		  -377	  -377		  -187	  -187		  -516	  -516		  -592	  -592		
  -414	  -414		  -491	  -491		  -821	  -821		  -890	  -890		  -695	  -695		  -746	  -746		 -1041	 -1041		 -1065	 -1065		
 -1074	 -1074		 -1068	 -1068		 -1044	 -1044		  -748	  -748		  -691	  -691		  -875	  -875		  -789	  -789		  -434	  -434		
  -582	  -582		  -210	  -210		  -345	  -345		   +33	   +33		  -101	  -101		  +274	  +274		  +130	  +130		  +233	  +233		
  +581	  +581		  +404	  +404		  +468	  +468		  +772	  +772		  +803	  +803		  +817	  +817		  +815	  +815		  +798	  +798		
  +509	  +509		  +464	  +464		  +407	  +407		  +598	  +598		  +525	  +525		  +193	  +193		  +371	  +371		  +294	  +294		
   -36	   -36		  -106	  -106		   +88	   +88		   +35	   +35		  -264	  -264		  -298	  -298		  -320	  -320		  -333	  -333		
  -334	  -334		  -327	  -327		  -311	  -311		  -288	  -288		  -260	  -260		   +27	   +27		   +61	   +61		   +94	   +94		
  +126	  +126		  -102	  -102		   -78	   -78		   -61	   -61		   -51	   -51		   -48	   -48		   -54	   -54		   -66	   -66		
   -87	   -87		  -113	  -113		  +110	  +110		   +73	   +73		   +34	   +34		  -262	  -262		  -303	  -303		  -342	  -342		
  -377	  -377		  -152	  -152		  -176	  -176		  -194	  -194		  -205	  -205		  -208	  -208		  -203	  -203		  -190	  -190		
  -171	  -171		  -146	  -146		  -372	  -372		  -340	  -340		  -306	  -306		  -273	  -273		   +13	   +13		   +40	   +40		
   +61	   +61		   +74	   +74		   +79	   +79		   +74	   +74		   +58	   +58		   +32	   +32		  -260	  -260		  -307	  -307		
  -363	  -363		  -172	  -172		  -243	  -243		  -574	  -574		  -396	  -396		  -474	  -474		  -805	  -805		  -875	  -875		
  -682	  -682		  -735	  -735		 -1033	 -1033		 -1061	 -1061		 -1074	 -1074		 -1071	 -1071		 -1051	 -1051		  -758	  -758		
  -705	  -705		  -892	  -892		  -809	  -809		  -458	  -458		  -607	  -607		  -237	  -237		  -373	  -373		    +5	    +5		
  -128	  -128		    -9	    -9		  +361	  +361		  +211	  +211		  +561	  +561		  +387	  +387		  +455	  +455		  +506	  +506		
  +797	  +797		  +816	  +816		  +817	  +817		  +803	  +803		  +774	  +774		  +475	  +475		  +421	  +421		  +613	  +613		
  +542	  +542		  +211	  +211		  +133	  +133		  +311	  +311		   -20	   -20		   -90	   -90		  +102	  +102		   +46	   +46		
    +0	    +0		  -291	  -291		  -316	  -316		  -331	  -331		  -335	  -335		  -329	  -329		  -315	  -315		  -294	  -294		
  -266	  -266		   +20	   +20		   +53	   +53		   +87	   +87		  +119	  +119		  -108	  -108		   -83	   -83		   -65	   -65		
   -53	   -53		   -48	   -48		   -52	   -52		   -63	   -63		   -81	   -81		  -107	  -107		  +118	  +118		   +82	   +82		
   +43	   +43		    +2	    +2		  -294	  -294		  -333	  -333		  -369	  -369		  -145	  -145		  -171	  -171		  -191	  -191		
  -203	  -203		  -208	  -208		  -204	  -204		  -193	  -193		  -176	  -176		  -152	  -152		  -379	  -379		  -347	  -347		
  -314	  -314		  -280	  -280		    +6	    +6		   +34	   +34		   +57	   +57		   +72	   +72		   +79	   +79		   +76	   +76		
   +63	   +63		   +39	   +39		    +5	    +5		  -295	  -295		  -350	  -350		  -157	  -157		  -226	  -226		  -557	  -557		
  -634	  -634		  -456	  -456		  -788	  -788		  -860	  -860		  -669	  -669		  -724	  -724		 -1025	 -1025		 -1056	 -1056		
 -1072	 -1072		 -1073	 -1073		 -1057	 -1057		  -768	  -768		  -719	  -719		  -653	  -653		  -829	  -829		  -480	  -480		
  -632	  -632		  -519	  -519		  -144	  -144		  -278	  -278		  +100	  +100		   -35	   -35		  +336	  +336		  +188	  +188		
  +541	  +541		  +626	  +626		  +441	  +441		  +496	  +496		  +791	  +791		  +813	  +813		  +818	  +818		  +808	  +808		
  +782	  +782		  +486	  +486		  +434	  +434		  +628	  +628		  +559	  +559		  +228	  +228		  +151	  +151		  +329	  +329		
    -3	    -3		   -75	   -75		  +116	  +116		   +58	   +58		   +10	   +10		  -284	  -284		  -311	  -311		  -328	  -328		
  -335	  -335		  -331	  -331		  -319	  -319		  -299	  -299		  -273	  -273		   +12	   +12		   +45	   +45		   +79	   +79		
  +112	  +112		  -114	  -114		   -88	   -88		   -68	   -68		   -55	   -55		   -49	   -49		   -50	   -50		   -60	   -60		
   -77	   -77		  -101	  -101		  +125	  +125		   +91	   +91		   +52	   +52		   +12	   +12		  -284	  -284		  -324	  -324		
  -361	  -361		  -138	  -138		  -166	  -166		  -187	  -187		  -201	  -201		  -207	  -207		  -206	  -206		  -197	  -197		
  -180	  -180		  -158	  -158		  -130	  -130		  -355	  -355		  -321	  -321		  -288	  -288		    +0	    +0		   +28	   +28		
   +52	   +52		   +69	   +69		   +78	   +78		   +77	   +77		   +67	   +67		   +45	   +45		   +13	   +13		  -284	  -284		
  -337	  -337		  -142	  -142		  -210	  -210		  -539	  -539		  -616	  -616		  -438	  -438		  -771	  -771		  -844	  -844		
  -655	  -655		  -713	  -713		  -760	  -760		 -1050	 -1050		 -1070	 -1070		 -1074	 -1074		 -1062	 -1062		 -1033	 -1033		
  -731	  -731		  -670	  -670		  -849	  -849		  -503	  -503		  -401	  -401		  -546	  -546		  -172	  -172		  -306	  -306		
   +72	   +72		   -62	   -62		  +310	  +310		  +164	  +164		  +520	  +520		  +608	  +608		  +426	  +426		  +485	  +485		
  +783	  +783		  +809	  +809		  +819	  +819		  +811	  +811		  +789	  +789		  +496	  +496		  +447	  +447		  +387	  +387		
  +575	  +575		  +245	  +245		  +168	  +168		  +346	  +346		  +270	  +270		   -59	   -59		  -126	  -126		   +70	   +70		
   +20	   +20		  -276	  -276		  -306	  -306		  -325	  -325		  -334	  -334		  -333	  -333		  -323	  -323		  -304	  -304		
  -279	  -279		    +5	    +5		   +38	   +38		   +72	   +72		  +105	  +105		  -121	  -121		   -94	   -94		   -72	   -72		
   -57	   -57		   -49	   -49		   -49	   -49		   -57	   -57		   -72	   -72		   -95	   -95		  -123	  -123		   +99	   +99		
   +61	   +61		   +21	   +21		  -275	  -275		  -315	  -315		  -353	  -353		  -131	  -131		  -160	  -160		  -183	  -183		
  -199	  -199		  -207	  -207		  -207	  -207		  -199	  -199		  -185	  -185		  -163	  -163		  -137	  -137		  -362	  -362		
  -329	  -329		  -295	  -295		  -263	  -263		   +22	   +22		   +47	   +47		   +66	   +66		   +77	   +77		   +78	   +78		
   +70	   +70		   +51	   +51		   +22	   +22		  -274	  -274		  -324	  -324		  -383	  -383		  -194	  -194		  -522	  -522		
  -599	  -599		  -421	  -421		  -498	  -498		  -828	  -828		  -896	  -896		  -700	  -700		  -750	  -750		 -1043	 -1043		
 -1067	 -1067		 -1075	 -1075		 -1066	 -1066		 -1041	 -1041		  -743	  -743		  -685	  -685		  -867	  -867		  -780	  -780		
  -425	  -425		  -572	  -572		  -199	  -199		  -334	  -334		   +44	   +44		   -90	   -90		  +284	  +284		  +140	  +140		
  +242	  +242		  +589	  +589		  +410	  +410		  +473	  +473		  +775	  +775		  +805	  +805		  +818	  +818		  +814	  +814		
  +795	  +795		  +505	  +505		  +459	  +459		  +401	  +401		  +591	  +591		  +519	  +519		  +186	  +186		  +364	  +364		
  +287	  +287		   -43	   -43		  -111	  -111		   +83	   +83		   +30	   +30		  -268	  -268		  -300	  -300		  -322	  -322		
  -333	  -333		  -334	  -334		  -326	  -326		  -309	  -309		  -286	  -286		  -257	  -257		   +30	   +30		   +64	   +64		
   +97	   +97		  -127	  -127		   -99	   -99		   -77	   -77		   -60	   -60		   -50	   -50		   -49	   -49		   -54	   -54		
   -68	   -68		   -89	   -89		  -116	  -116		  +107	  +107		   +70	   +70		   +30	   +30		  -266	  -266		  -306	  -306		
  -345	  -345		  -380	  -380		  -154	  -154		  -178	  -178		  -196	  -196		  -206	  -206		  -207	  -207		  -202	  -202		
  -188	  -188		  -169	  -169		  -143	  -143		  -369	  -369		  -337	  -337		  -303	  -303		  -270	  -270		   +16	   +16		
   +42	   +42		   +62	   +62		   +75	   +75		   +79	   +79		   +73	   +73		   +56	   +56		   +29	   +29		  -264	  -264		
  -312	  -312		  -369	  -369		  -178	  -178		  -249	  -249		  -581	  -581		  -403	  -403		  -481	  -481		  -812	  -812		
  -881	  -881		  -687	  -687		  -740	  -740		 -1036	 -1036		 -1063	 -1063		 -1074	 -1074		 -1070	 -1070		 -1048	 -1048		
